-4.5910 -0.3365 9.8921 2.0882 0.4350 9.7318 6.5893 9.7146
-3.7748 2.1442 2.8979 3.5836 -4.5320 2.5717 -3.2641 1.5129
-5.8349 1.7289 6.9859 4.2364 -4.2170 6.4550 0.2607 5.6799
-6.9373 0.1757 12.3769 7.0263 -1.1599 7.9743 3.8095 9.1040
-6.1037 -0.0733 11.2367 6.4737 -0.6787 6.8090 3.7358 8.2446
-4.9927 -3.1309 13.6486 10.0204 4.8704 1.6474 5.7470 6.4914
-0.9255 -0.5480 2.0743 3.4575 0.5284 -2.0160 -0.8550 -0.4895
-0.6222 0.3192 0.7959 0.7873 -0.9617 0.6459 -0.8207 0.4792
-0.3257 -0.0144 0.6395 -0.1735 0.3661 0.9579 0.5521 0.3324
-0.4360 -0.7668 3.1817 -0.0892 1.0999 3.3029 2.2301 2.9218
1.1522 -2.3021 1.8216 0.8671 4.3462 -1.7955 2.8774 -0.0133
-0.9956 -5.9179 10.0636 5.8299 10.4082 -0.7157 9.2155 4.3098
-3.9625 -5.0086 17.2786 5.1237 8.6022 9.4313 14.0903 13.5125
1.5097 -1.9721 1.3599 -2.5870 4.3514 1.9602 5.1889 2.0207
-3.8495 -5.5458 18.2570 4.6193 9.7188 10.5168 15.8263 14.6811
-2.2628 -2.5892 10.1837 -1.4146 5.7005 10.9583 11.9348 10.6337
-4.9339 -2.9792 16.7549 -0.1327 6.0379 17.4476 15.8320 16.8760
-0.7423 -2.6086 7.5754 -2.3031 5.8436 8.7405 9.6574 7.5101
-0.5972 -2.3760 6.4906 -1.9440 5.1738 7.1997 9.0508 6.9954
-1.3083 -2.1732 7.4006 -1.5899 4.9149 8.2023 9.2917 7.6710
-4.4112 -2.0109 13.0129 -0.0897 4.6911 13.7694 12.7311 13.0629
0.9963 -1.3155 0.8556 -1.8931 3.0987 1.3997 3.6133 1.2149
-4.3561 -1.2911 11.5403 0.5938 3.0361 12.1848 9.7661 11.1202
-4.6853 -0.7960 10.9255 1.2857 1.9101 11.2473 8.6556 10.6588
-3.3920 -0.2481 7.2367 1.0242 0.8805 7.6369 5.0608 6.6549
0.0231 -0.9941 1.2049 2.7364 1.3545 -2.8931 -0.4745 -1.0268
-3.5307 0.5855 5.9024 2.4447 -1.5926 5.5790 1.8258 5.3632
-9.1753 0.6674 16.8606 4.9811 -1.5977 16.6691 8.4188 15.5973
-2.6717 1.5105 2.0596 2.5488 -3.2107 1.8060 -2.2775 1.1114
-1.4742 0.3414 1.6691 4.9690 -1.9559 -2.8579 -4.1301 -1.4066
-2.5719 2.0367 0.7882 3.1884 -4.5811 0.2274 -4.4287 -0.2121
-8.2687 1.7232 12.9867 5.8576 -4.2793 12.3072 3.1505 11.5020
-5.4276 -0.6229 9.9710 9.1130 -0.0341 1.4312 1.2297 4.7456
-5.5332 2.0525 6.5497 4.5805 -4.6062 5.9447 -0.8169 5.3352
-2.5631 2.1012 0.6427 3.1662 -4.6424 0.1564 -4.6764 -0.4775
-6.2949 1.7841 8.3785 4.1960 -3.4532 8.2176 1.5448 7.0244
-3.9417 1.4517 4.9389 3.3807 -3.4432 4.5184 -0.9433 3.8613
-2.5240 1.3076 2.1255 2.3220 -2.7826 1.8433 -1.6059 1.4075
-3.9437 0.6863 6.5851 2.7195 -1.8188 6.2959 1.8363 5.8413
-1.3589 0.4639 1.8420 0.8206 -0.7923 2.0764 -0.2313 1.0696
-1.1077 0.1018 1.8914 0.0650 0.3653 2.4057 1.1816 1.2805
-0.2115 -0.3789 1.3060 -0.5643 1.1410 1.7750 1.5745 0.9914
-4.3508 -1.2090 11.5361 0.9329 2.5406 11.9806 9.1413 11.1115
-1.0086 -1.4756 5.6128 -0.6390 2.8618 5.9452 5.8617 5.7012
-4.2056 -1.9160 12.6172 -0.7489 5.1254 14.1781 11.9246 11.6626
1.3793 -2.0456 2.1512 -2.1774 3.9974 2.5369 4.9770 2.7415
0.4254 -2.2333 4.1544 -2.4273 5.0113 4.9775 7.3314 4.5705
-0.6689 -2.6402 7.6016 -1.5842 5.0693 7.9908 9.3957 8.2384
1.8411 -3.8037 3.8365 -0.8460 7.6005 0.6696 7.2744 2.4081
-0.0090 -2.6048 6.0909 -2.0455 5.2155 6.5992 8.6969 6.7637
2.3194 -7.8238 8.6276 6.0901 14.1105 -6.5945 9.5168 1.1393
-1.5747 -2.5545 9.4753 -0.8516 4.5832 9.7469 9.7373 9.8628
0.5535 -2.0205 3.8244 -1.8265 3.9820 4.3180 5.7514 4.1322
0.0699 -1.6808 3.9604 -1.1846 3.1498 4.2089 5.2207 4.3308
-3.7619 -1.4221 10.6882 0.7700 2.7110 10.7704 9.3644 10.9242
-5.3351 -2.5204 15.3423 4.1047 4.3282 11.4399 11.1018 13.0801
-0.0021 -0.2333 0.6400 -0.2167 0.4844 0.7756 0.6479 0.5354
-5.0987 -0.0889 10.4095 2.3931 0.0530 10.3884 6.2620 9.8573
-1.8182 -0.8145 4.5522 3.7308 0.9715 0.4920 0.9638 1.9132
-6.2102 -0.6955 13.0353 6.2669 0.2940 8.5568 5.6933 10.2484
-1.8993 1.4713 0.5818 2.0735 -3.0335 0.4049 -3.0026 -0.3113
-4.9795 0.3281 7.8584 5.8355 -0.9836 3.6921 1.4425 4.7248
-8.4233 1.4760 13.8887 5.7454 -3.7995 13.2576 4.1298 12.4357
-2.1990 2.0981 0.1349 3.2146 -4.9089 -0.4687 -5.4522 -1.0026
