0.1107 1.6133 -0.1139 2.0074 0.2682 -2.5605 -3.9050 -1.7358
-4.6529 -0.0282 0.3403 -1.9471 -4.3892 0.9525 -2.2828 0.6006
4.8379 4.2649 -0.7864 5.7596 3.7502 -3.9205 -5.1346 -2.9136
-4.7788 -0.4107 0.6444 -2.5255 -4.4831 1.0529 -1.6251 0.7910
4.5063 2.7441 -1.0242 2.9804 2.8231 -0.8680 -1.3778 -1.0165
-3.7969 -0.2444 0.4810 -1.6389 -3.4507 0.7024 -1.5429 0.5267
2.6888 2.7546 -0.6430 2.3759 1.1880 -0.6575 -2.2425 -0.7993
-1.4401 1.9192 0.0565 0.1806 -2.3342 0.1561 -3.0584 -0.0820
0.0753 2.4614 -0.1534 1.2125 -1.0805 -0.2385 -3.0544 -0.4044
1.2265 2.5025 -0.3359 1.7355 -0.0075 -0.4495 -2.5870 -0.5744
-2.4611 0.7317 0.2278 -0.9429 -2.8007 0.5157 -2.0074 0.2760
3.5294 2.9141 -0.6891 2.9983 2.0139 -0.9383 -2.0771 -0.9796
-4.3730 0.0559 0.6980 -1.8526 -4.1612 0.7627 -2.0505 0.6044
4.8575 0.1304 -1.1189 4.8435 6.5514 -5.6718 -2.0181 -3.7313
-4.7576 -2.7144 0.9426 -2.1104 -2.2611 -1.3469 -0.6528 -0.3667
4.6563 2.8436 -1.0847 3.0340 2.8902 -0.8673 -1.4222 -1.0408
-3.9319 0.8429 0.5495 -1.3470 -4.1495 0.6531 -2.8362 0.4285
3.1181 2.3707 -0.7162 3.5181 2.6801 -3.0661 -3.4735 -2.2488
-1.7783 3.9146 -0.0300 0.9434 -3.6233 0.0662 -5.7226 -0.3455
0.4059 2.1119 -0.1401 1.2759 -0.5685 -0.3177 -2.4954 -0.4153
0.9145 1.2595 -0.2449 0.9481 0.2456 -0.2440 -1.1651 -0.3204
-2.1623 -0.0662 0.2587 -1.1345 -2.1118 0.4968 -0.8803 0.3487
3.2964 3.4660 -0.7251 3.0842 1.4889 -0.8971 -2.8708 -1.0198
-4.2983 1.2202 0.7832 -0.9514 -4.4700 0.4466 -3.5212 0.3433
4.7147 3.9932 -1.0129 3.8909 2.5399 -1.1555 -2.9025 -1.2940
-4.9066 0.6999 0.7128 -1.8369 -5.0050 0.8387 -3.0969 0.5887
4.6261 3.1878 -0.8295 3.6968 2.9836 -1.2191 -1.9232 -1.1953
-3.9079 -2.6486 0.8728 -0.3892 -0.4805 -3.9870 -2.2772 -1.9842
3.2872 3.1156 -0.8481 2.6388 1.4924 -0.6890 -2.4059 -0.9069
-2.2022 -1.8957 0.0799 -0.3125 -0.0990 -1.8435 -0.8048 -0.9721
-0.9501 -1.8054 -2.2893 1.4352 1.1623 0.1635 -0.1937 -0.5034
0.1944 -1.4850 -0.9387 1.1925 2.0741 -2.1820 -0.5967 -1.5021
-1.8403 0.0777 0.1877 -0.9487 -1.8826 0.4398 -0.9067 0.2857
2.8663 2.0342 -0.7237 2.5554 1.9286 -0.7817 -1.4356 -0.8294
-4.0385 -0.1860 0.7232 -1.6998 -3.6839 0.6520 -1.6404 0.5670
4.6544 3.5038 -1.0517 3.4849 2.6388 -1.0094 -2.2889 -1.1763
-4.9821 -0.1859 0.9593 -1.9460 -4.4791 0.7137 -2.0721 0.6685
4.7113 4.3725 -0.9293 4.2680 2.4851 -1.3195 -3.3767 -1.3912
-4.1835 -1.1697 0.7451 -1.1549 -2.4566 -1.5693 -2.3245 -0.6875
3.5047 1.9206 -0.7186 2.3394 2.3670 -0.7352 -0.8131 -0.7810
-2.2196 -0.4230 0.2519 -0.2081 -1.0987 -1.8175 -2.3567 -1.0321
1.2252 -0.5173 -0.2292 1.3852 2.4459 -2.5534 -0.6493 -1.6834
0.1661 1.9262 -0.0731 1.1168 -0.6820 -0.2817 -2.3627 -0.3572
-1.4951 0.5295 0.3075 0.9886 -0.6256 -2.3042 -3.2757 -1.3738
2.8000 1.6967 -0.6054 1.9053 1.7923 -0.5759 -0.8483 -0.6415
-3.6701 -2.1019 0.7516 -1.3142 -1.4999 -1.6163 -0.9327 -0.6243
